Satellite Name,Time (UTC),Latitude,Longitude,Altitude (m)
STARLINK-1010,2026-01-03T23:28:41Z,-34.69531346257407,-90.83177713399486,399866.01221130387
STARLINK-1010,2026-01-03T23:38:41Z,-4.975754305393926,-65.92286645932005,390748.376029406
STARLINK-1010,2026-01-03T23:48:41Z,25.816897111578086,-43.518694537332436,391001.2407722148
STARLINK-1010,2026-01-03T23:58:41Z,49.59066457662061,-5.812375601565427,396762.24379261275
STARLINK-1010,2026-01-04T00:08:41Z,48.445339449733254,52.65495044344109,397415.4949729252
STARLINK-1010,2026-01-04T00:18:41Z,23.70507281404909,88.4776897798263,393080.4996796275
STARLINK-1010,2026-01-04T00:28:41Z,-7.19659643005367,110.52607889610806,393900.5491375254
STARLINK-1010,2026-01-04T00:38:41Z,-36.547279001776545,136.23360008006242,402508.0004357021
STARLINK-1010,2026-01-04T00:48:41Z,-53.09351631932692,-175.18691266928198,408094.14775238076
STARLINK-1010,2026-01-04T00:58:41Z,-40.570358943661475,-122.33224387703959,402337.4321273569
STARLINK-1010,2026-01-04T01:08:41Z,-12.17994841184491,-94.34472648096627,392227.8711583958
STARLINK-1010,2026-01-04T01:18:41Z,18.925873524124484,-72.73723904293637,390063.1172801793
STARLINK-1010,2026-01-04T01:28:41Z,45.49619849531104,-40.588355525250364,395569.0866493348
STARLINK-1010,2026-01-04T01:38:41Z,51.60259588067957,16.643257757939754,397966.2061822479
STARLINK-1010,2026-01-04T01:48:41Z,30.38759529061766,58.77013062137882,394012.981606231
STARLINK-1010,2026-01-04T01:58:41Z,0.04320432954196816,82.20939146525305,392857.78931936104
STARLINK-1010,2026-01-04T02:08:41Z,-30.28286129163414,105.59648942200467,400282.87985135725
STARLINK-1010,2026-01-04T02:18:41Z,-51.53797428359028,147.46698274017587,407738.506403817
STARLINK-1010,2026-01-04T02:28:41Z,-45.67853913320228,-155.35988396866605,404549.16101518204
STARLINK-1010,2026-01-04T02:38:41Z,-19.260687478713105,-123.06972007328176,394202.61501871666
STARLINK-1010,2026-01-04T02:48:41Z,11.830293993008475,-101.44873911749974,389592.8157363544
STARLINK-1010,2026-01-04T02:58:41Z,40.33864564025727,-73.5732902042372,394167.27403946215
STARLINK-1010,2026-01-04T03:08:41Z,53.112372254565905,-20.77324778992902,398108.0379830413
STARLINK-1010,2026-01-04T03:18:41Z,36.656337161763524,28.097873660763486,395110.7688148489
STARLINK-1010,2026-01-04T03:28:41Z,7.284403234558518,53.890299967325596,392350.9550333095
STARLINK-1010,2026-01-04T03:38:41Z,-23.60610659784202,75.9124370418932,398070.47926174744
STARLINK-1010,2026-01-04T03:48:41Z,-48.351953562812724,111.53526644984498,406738.7315417511
STARLINK-1010,2026-01-04T03:58:41Z,-49.715165131142655,169.8263553602731,406329.2138683764
STARLINK-1010,2026-01-04T04:08:41Z,-26.130161146970707,-152.30930096934443,396537.39974878693
STARLINK-1010,2026-01-04T04:18:41Z,4.617862172115592,-129.8638110198496,389687.0230539885
STARLINK-1010,2026-01-04T04:28:41Z,34.42283798784633,-105.03560713134804,392711.1751516513
STARLINK-1010,2026-01-04T04:38:41Z,52.77095270455285,-58.58570933815766,397803.9045835289
STARLINK-1010,2026-01-04T04:48:41Z,42.32304359181811,-3.8763615249530696,396212.69275994715
STARLINK-1010,2026-01-04T04:58:41Z,14.45717546164328,25.393134959758914,392371.30497888586
STARLINK-1010,2026-01-04T05:08:41Z,-16.651741196299408,46.89568823152368,396050.4394502521
STARLINK-1010,2026-01-04T05:18:41Z,-43.87603796899614,77.4101614016516,405191.2238144148
STARLINK-1010,2026-01-04T05:28:41Z,-52.327269683163166,133.28218529633418,407541.3825498024
STARLINK-1010,2026-01-04T05:38:41Z,-32.6759613033423,177.68274784301704,399060.5320134111
STARLINK-1010,2026-01-04T05:48:41Z,-2.637264053727965,-158.16677499130247,390391.2362514466
STARLINK-1010,2026-01-04T05:58:41Z,27.979443724802884,-135.3230686371607,391369.8960828788
